Minutes,Seconds,Frames,Eulerx,Eulery,Eulerz,Accx,Accy,Accz,Gyrox,Gyroy,Gyroz,label,Activity,Result
0,3,28,-2.823529,-2.823529,-2.823529,-0.023529,-0.023529,0.023529,-1.960784,-1.960784,-1.960784,3,2,2
0,3,29,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,3,30,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,4,0,-2.823529,-2.823529,-2.823529,-0.007843,-0.039216,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,4,1,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,4,2,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,4,3,-2.823529,-2.823529,-2.823529,-0.007843,-0.039216,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,4,4,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,4,5,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,4,6,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,4,7,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,4,8,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,4,9,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,4,10,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,4,11,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,4,12,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,4,13,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,4,14,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,4,15,-2.823529,-2.823529,-2.823529,-0.007843,-0.039216,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,4,16,-2.823529,-2.823529,-2.823529,0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,4,17,-2.823529,-2.823529,-2.823529,-0.007843,-0.039216,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,4,18,-2.823529,-2.823529,-2.823529,-0.007843,-0.039216,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,4,19,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,4,20,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,4,21,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,4,22,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,4,23,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,4,24,-2.823529,-2.823529,-2.823529,-0.007843,-0.039216,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,4,25,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,4,26,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,4,27,-2.823529,-2.823529,-2.823529,-0.007843,-0.039216,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,4,28,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,4,29,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,5,0,-2.823529,-2.823529,-2.823529,-0.007843,-0.039216,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,5,1,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,5,2,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,5,3,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,5,4,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,5,5,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,5,6,-2.823529,-2.823529,-2.823529,0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,5,7,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,5,8,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,5,9,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,5,10,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,5,11,-2.823529,-2.823529,-2.823529,-0.007843,-0.039216,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,5,12,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,5,13,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,5,14,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,5,15,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,5,16,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,5,17,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,5,18,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,5,19,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,5,20,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,5,21,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,5,22,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,5,23,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,5,24,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,5,25,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,5,26,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,5,27,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,5,28,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,5,29,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,6,0,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,6,1,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,6,2,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,6,3,-2.823529,-2.823529,-2.823529,-0.007843,-0.039216,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,6,4,-2.823529,-2.823529,-2.823529,0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,6,5,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,6,6,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,6,7,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,6,8,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,6,9,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,6,10,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,6,11,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,6,12,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,6,13,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,6,14,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,6,15,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,6,16,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,6,17,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,6,18,-2.823529,-2.823529,-2.823529,0.007843,-0.023529,-0.023529,-1.960784,-1.960784,-1.960784,3,2,2
0,6,19,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,6,20,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,6,21,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,6,22,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,6,23,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,6,24,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,6,25,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,6,26,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
0,6,27,-2.823529,-2.823529,-2.823529,-0.007843,-0.023529,-0.007843,-1.960784,-1.960784,-1.960784,3,2,2
